,ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
42985,234712522,10/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,S,121,0,25-44,M,BLACK,938083,169635,40.63217333400007,-74.16633142299997,POINT (-74.16633142299997 40.63217333400007)
43010,235616578,10/28/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,K,77,0,25-44,M,BLACK,1000300,183372,40.66998418500003,-73.94214392299993,POINT (-73.94214392299993 40.66998418500003)
43024,234627615,10/07/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,7,0,25-44,M,BLACK,988832,200278,40.716400613000076,-73.98347261399994,POINT (-73.98347261399994 40.716400613000076)
43046,234315556,09/30/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,70,0,25-44,M,BLACK,995745,173487,40.64285910900003,-73.95858076799993,POINT (-73.95858076799993 40.64285910900003)
43104,233987648,09/23/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,14,0,45-64,F,WHITE,987220,212676,40.750430768000044,-73.98928217599996,POINT (-73.98928217599996 40.75043076800005)
43107,234217857,09/29/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,M,14,0,25-44,M,BLACK,985802,213781,40.753464076000064,-73.99439974299997,POINT (-73.99439974299997 40.75346407600006)
43129,235358758,10/23/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,Q,110,1,25-44,M,BLACK,1019164,210169,40.743481264000025,-73.87400353699995,POINT (-73.87400353699996 40.743481264000025)
43133,234846377,10/12/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,K,69,0,18-24,F,BLACK,1010576,175629,40.64870676900005,-73.90513094099998,POINT (-73.90513094099998 40.64870676900005)
43165,235440596,10/24/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,44,0,18-24,M,BLACK HISPANIC,1005774,243195,40.834171472000044,-73.92221961499997,POINT (-73.92221961499997 40.834171472000044)
43190,234900171,10/13/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,B,43,0,18-24,M,BLACK,1018624,241853,40.83044740700007,-73.87579016199999,POINT (-73.87579016199999 40.83044740700007)
43195,235448519,10/24/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,24,0,45-64,M,BLACK,992010,228200,40.793037195000075,-73.97197626799993,POINT (-73.97197626799993 40.793037195000075)
43237,235136103,10/18/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,34,3,25-44,M,WHITE HISPANIC,1002443,248462,40.84863533800007,-73.93424264399994,POINT (-73.93424264399994 40.84863533800007)
43293,235534204,10/26/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,75,0,25-44,M,BLACK,1018885,176262,40.65041561900005,-73.87518474299998,POINT (-73.87518474299998 40.65041561900005)
43314,235829912,11/02/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,M,BLACK,988211,218129,40.765397475000036,-73.98570226399994,POINT (-73.98570226399994 40.765397475000036)
43333,235850898,11/03/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,M,7,1,25-44,M,BLACK HISPANIC,987521,201066,40.718564066000056,-73.98820145399995,POINT (-73.98820145399996 40.718564066000056)
43339,234469178,10/04/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,45-64,M,BLACK,988211,218129,40.765397475000036,-73.98570226399994,POINT (-73.98570226399994 40.765397475000036)
43363,235824645,11/02/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,75,0,45-64,M,BLACK,1016052,185133,40.67477516300004,-73.88535238099996,POINT (-73.88535238099996 40.67477516300004)
43365,235449934,10/24/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,M,30,0,25-44,M,BLACK HISPANIC,999751,241188,40.82867545800008,-73.94398971599996,POINT (-73.94398971599996 40.82867545800008)
43374,235718749,10/31/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,K,75,0,18-24,M,AMERICAN INDIAN/ALASKAN NATIVE,1014991,180112,40.660997393000045,-73.88920027299997,POINT (-73.88920027299997 40.66099739300005)
43428,234131787,09/27/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,B,42,0,25-44,M,WHITE HISPANIC,1013039,243434,40.834806765000046,-73.89596488999997,POINT (-73.89596488999997 40.834806765000046)
43437,234302246,09/30/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554200,F,M,5,0,25-44,M,BLACK,983859,199257,40.71359938900008,-74.00141185699994,POINT (-74.00141185699994 40.71359938900008)
43456,234473738,10/04/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,14,0,25-44,F,WHITE,987220,212676,40.750430768000044,-73.98928217599996,POINT (-73.98928217599996 40.75043076800005)
43467,235438482,10/24/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,69,0,25-44,F,BLACK,1010576,175629,40.64870676900005,-73.90513094099998,POINT (-73.90513094099998 40.64870676900005)
43480,234936466,10/13/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554200,F,Q,101,0,25-44,F,BLACK,1051148,160016,40.60563898200007,-73.75907766099994,POINT (-73.75907766099994 40.60563898200007)
43484,235855944,11/03/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,B,45,0,25-44,M,BLACK,1032140,242004,40.83079891400007,-73.82694879599995,POINT (-73.82694879599995 40.83079891400007)
43502,234271855,09/30/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,105,0,18-24,M,BLACK HISPANIC,1051732,202811,40.72309689400004,-73.75654614699994,POINT (-73.75654614699994 40.72309689400004)
43512,233911052,09/22/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,70,0,18-24,M,BLACK,991591,169049,40.63068215900006,-73.97355396999995,POINT (-73.97355396999995 40.63068215900006)
43529,233886181,09/22/2021,440.0,AGGRAVATED GRAND LARCENY OF ATM,109.0,GRAND LARCENY,PL 1553502,F,M,19,0,<18,M,BLACK HISPANIC,995213,217576,40.76387372300008,-73.96042598999998,POINT (-73.96042598999998 40.76387372300008)
43541,235569583,10/27/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,M,30,0,18-24,M,WHITE HISPANIC,999038,239010,40.82269869000004,-73.94657088999998,POINT (-73.94657088999998 40.82269869000004)
43560,235332885,10/22/2021,440.0,AGGRAVATED GRAND LARCENY OF ATM,109.0,GRAND LARCENY,PL 1553502,F,M,5,0,25-44,M,BLACK,983859,199257,40.71359938900008,-74.00141185699994,POINT (-74.00141185699994 40.71359938900008)
43563,234129831,09/27/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,45-64,M,BLACK,990503,215519,40.758232371000084,-73.97743058499998,POINT (-73.97743058499998 40.758232371000084)
43601,235169038,10/19/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,Q,113,0,25-44,M,BLACK,1046405,187113,40.680048726000045,-73.77590919399995,POINT (-73.77590919399995 40.680048726000045)
43636,235345949,10/22/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,62,0,25-44,M,ASIAN / PACIFIC ISLANDER,986937,164185,40.61733412900003,-73.99032290399998,POINT (-73.99032290399998 40.61733412900003)
43660,234260925,09/29/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,K,73,0,25-44,M,BLACK,1008228,183789,40.67111083400005,-73.91356336299998,POINT (-73.91356336299998 40.67111083400005)
43670,236046133,11/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,Q,113,3,18-24,M,ASIAN / PACIFIC ISLANDER,1046315,187088,40.67998073800004,-73.77623390699993,POINT (-73.77623390699993 40.67998073800004)
43679,235110631,10/17/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,Q,105,0,<18,M,BLACK,1057738,204079,40.72652937700008,-73.73486453799995,POINT (-73.73486453799995 40.72652937700008)
43691,235437081,10/24/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,B,47,0,25-44,M,BLACK HISPANIC,1023411,257700,40.87392274000007,-73.85839968399995,POINT (-73.85839968399995 40.87392274000007)
43700,234308140,09/30/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,K,61,0,25-44,M,ASIAN / PACIFIC ISLANDER,995118,155709,40.59406298000005,-73.96086869299995,POINT (-73.96086869299995 40.59406298000005)
43704,235110620,10/17/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,45-64,F,WHITE,988211,218129,40.765397475000036,-73.98570226399994,POINT (-73.98570226399994 40.765397475000036)
43708,235522448,10/26/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,S,121,0,25-44,M,WHITE HISPANIC,938468,151721,40.58300514800004,-74.16482291199995,POINT (-74.16482291199996 40.58300514800004)
43712,234522026,10/05/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,Q,105,0,<18,M,BLACK,1055241,204987,40.729041997000024,-73.74386381799998,POINT (-73.74386381799998 40.72904199700002)
43714,235009812,10/15/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,110,0,45-64,M,WHITE HISPANIC,1019826,206650,40.73381985200007,-73.87163311999996,POINT (-73.87163311999996 40.73381985200007)
43724,234360594,10/01/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,9,0,18-24,M,BLACK,987633,203880,40.72628777500006,-73.98779600499995,POINT (-73.98779600499995 40.72628777500006)
43731,236030108,11/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,114,0,25-44,M,WHITE,1007694,219657,40.76956124200007,-73.91536344699995,POINT (-73.91536344699995 40.76956124200007)
43758,235549959,10/27/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,M,5,73,25-44,M,BLACK,983907,199959,40.71552621300003,-74.00123874799993,POINT (-74.00123874799993 40.71552621300003)
43764,235186905,10/19/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,62,0,25-44,M,BLACK HISPANIC,987061,164953,40.619442091000046,-73.98987593799995,POINT (-73.98987593799995 40.619442091000046)
43794,234471271,10/04/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,109,0,45-64,M,BLACK,1032084,216954,40.762043893000055,-73.82732958099997,POINT (-73.82732958099997 40.762043893000055)
43804,233934885,09/22/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,10,0,18-24,M,WHITE HISPANIC,984991,211390,40.74690148800004,-73.99732718499997,POINT (-73.99732718499997 40.74690148800004)
43805,235136082,10/18/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,6,0,25-44,F,WHITE,982746,206647,40.73388303300004,-74.00542831099993,POINT (-74.00542831099993 40.73388303300004)
43806,235915513,11/05/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,K,90,0,18-24,M,BLACK,998016,196598,40.70629036500002,-73.95035033099998,POINT (-73.95035033099998 40.70629036500002)
43819,236001888,11/07/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,M,18,0,25-44,M,ASIAN / PACIFIC ISLANDER,990503,215519,40.758232371000084,-73.97743058499998,POINT (-73.97743058499998 40.758232371000084)
43820,234199513,09/28/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,52,0,<18,M,WHITE HISPANIC,1016648,258585,40.876379205000035,-73.88284961999993,POINT (-73.88284961999993 40.876379205000035)
43827,235098904,10/17/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,110,0,25-44,M,BLACK,1020237,210724,40.74500029700005,-73.87012832399995,POINT (-73.87012832399995 40.74500029700005)
43892,234334877,10/01/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,Q,102,73,45-64,M,WHITE,1031165,199400,40.71386751600005,-73.83076940999997,POINT (-73.83076940999997 40.71386751600005)
43953,235238067,10/20/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,18,0,25-44,M,BLACK,989419,215672,40.75865301700002,-73.98134327899999,POINT (-73.98134327899999 40.75865301700002)
43959,234747409,10/09/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,Q,103,0,<18,M,BLACK,1041717,197008,40.707239816000026,-73.79272672599996,POINT (-73.79272672599996 40.707239816000026)
43960,234425700,10/03/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,K,72,0,25-44,M,BLACK HISPANIC,982321,174230,40.64490573200004,-74.00695254599998,POINT (-74.00695254599998 40.64490573200004)
43968,234277590,09/30/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,B,44,0,25-44,M,BLACK HISPANIC,1006537,244511,40.83778161800007,-73.91945797099999,POINT (-73.91945797099999 40.83778161800007)
43972,234890840,10/13/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,25,0,25-44,M,WHITE HISPANIC,1000598,231062,40.800880893000055,-73.94095380699997,POINT (-73.94095380699997 40.800880893000055)
44082,234032353,09/24/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,S,123,0,25-44,F,WHITE,936995,142199,40.55686142900004,-74.17005934899998,POINT (-74.17005934899998 40.55686142900004)
44086,234802372,10/11/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,18,0,25-44,F,BLACK,988211,218129,40.765397475000036,-73.98570226399994,POINT (-73.98570226399994 40.765397475000036)
44089,235582177,10/27/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,M,18,0,<18,M,BLACK,990503,215519,40.758232371000084,-73.97743058499998,POINT (-73.97743058499998 40.758232371000084)
44107,234945575,10/14/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,61,0,18-24,M,BLACK,995118,155709,40.59406298000005,-73.96086869299995,POINT (-73.96086869299995 40.59406298000005)
44152,234556580,10/06/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,K,84,0,25-44,F,BLACK,987042,193563,40.697970267000066,-73.98993253599998,POINT (-73.98993253599998 40.697970267000066)
44178,235220831,10/20/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,K,70,0,45-64,F,BLACK,991591,169049,40.63068215900006,-73.97355396999995,POINT (-73.97355396999995 40.63068215900006)
44179,234587400,10/06/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,M,14,0,45-64,M,BLACK,985802,213781,40.753464076000064,-73.99439974299997,POINT (-73.99439974299997 40.75346407600006)
44213,234220629,09/29/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,B,43,0,45-64,F,WHITE HISPANIC,1018624,241853,40.83044740700007,-73.87579016199999,POINT (-73.87579016199999 40.83044740700007)
44215,234661856,10/07/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,K,61,0,25-44,M,WHITE,995118,155709,40.59406298000005,-73.96086869299995,POINT (-73.96086869299995 40.59406298000005)
44217,235531910,10/26/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,K,67,1,25-44,M,BLACK HISPANIC,998230,176549,40.65126006400004,-73.94962006399999,POINT (-73.94962006399999 40.65126006400004)
44221,235919522,11/05/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,44,0,18-24,M,WHITE HISPANIC,1005286,238782,40.82206022500004,-73.92399694899994,POINT (-73.92399694899994 40.82206022500004)
44225,234282610,09/30/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,B,44,0,25-44,M,BLACK HISPANIC,1006537,244511,40.83778161800007,-73.91945797099999,POINT (-73.91945797099999 40.83778161800007)
44295,235018480,10/15/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,19,0,45-64,M,BLACK,993570,216847,40.76187469000007,-73.96635808399995,POINT (-73.96635808399996 40.76187469000007)
44306,234220632,09/29/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,B,43,0,45-64,F,WHITE HISPANIC,1018624,241853,40.83044740700007,-73.87579016199999,POINT (-73.87579016199999 40.83044740700007)
44326,235343490,10/22/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,24,0,45-64,M,BLACK,991800,228317,40.793358510000076,-73.97273454899994,POINT (-73.97273454899994 40.793358510000076)
44332,235279422,10/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,69,0,25-44,M,ASIAN / PACIFIC ISLANDER,1010576,175629,40.64870676900005,-73.90513094099998,POINT (-73.90513094099998 40.64870676900005)
44340,234389432,10/02/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,Q,114,0,45-64,F,BLACK,1007694,219657,40.76956124200007,-73.91536344699995,POINT (-73.91536344699995 40.76956124200007)
44372,235757592,10/31/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,7,0,18-24,M,BLACK,988082,200814,40.71787216100006,-73.98617781499998,POINT (-73.98617781499998 40.71787216100006)
44374,235533960,10/26/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,33,0,18-24,M,BLACK HISPANIC,1002031,245650,40.84091806300006,-73.93573927899995,POINT (-73.93573927899996 40.84091806300006)
44378,235339062,10/22/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,44,0,18-24,M,BLACK,1010552,246556,40.84338350100006,-73.90494006499993,POINT (-73.90494006499993 40.84338350100006)
44392,235890118,11/04/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,45-64,M,WHITE HISPANIC,988211,218129,40.765397475000036,-73.98570226399994,POINT (-73.98570226399994 40.765397475000036)
44433,235569239,10/27/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,73,0,25-44,M,BLACK HISPANIC,1008228,183789,40.67111083400005,-73.91356336299998,POINT (-73.91356336299998 40.67111083400005)
44440,235931095,11/06/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,44,0,25-44,F,WHITE HISPANIC,1006427,242388,40.831954874000076,-73.91986252099997,POINT (-73.91986252099997 40.831954874000076)
44464,234410261,10/03/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,1,0,25-44,M,WHITE,982351,201758,40.720463840000036,-74.00685220399998,POINT (-74.00685220399998 40.720463840000036)
44465,235402155,10/23/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,41,0,<18,M,WHITE HISPANIC,1016195,237405,40.818248037000046,-73.88458857899997,POINT (-73.88458857899997 40.818248037000046)
44474,234254572,09/29/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,M,19,0,18-24,M,BLACK,995040,223179,40.77925270900005,-73.96104150999997,POINT (-73.96104150999997 40.77925270900005)
44504,235112536,10/17/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,110,0,45-64,M,BLACK,1019826,206650,40.73381985200007,-73.87163311999996,POINT (-73.87163311999996 40.73381985200007)
44581,234517584,10/05/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,K,79,0,25-44,M,BLACK,999507,190206,40.688743368000075,-73.94498708099997,POINT (-73.94498708099997 40.688743368000075)
44598,235386174,10/23/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,Q,105,0,25-44,M,BLACK,1057767,203993,40.726293088000034,-73.73476084899994,POINT (-73.73476084899994 40.726293088000034)
44604,235390742,10/23/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,75,0,18-24,M,WHITE HISPANIC,1018283,188901,40.68510916500002,-73.87729040699999,POINT (-73.87729040699998 40.68510916500002)
44619,234772516,10/10/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,44,0,25-44,M,BLACK,1004749,240880,40.827819901000055,-73.92593075599996,POINT (-73.92593075599996 40.827819901000055)
44632,235060384,10/16/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,Q,109,0,18-24,M,BLACK,1032051,217053,40.762315800000074,-73.82744800199998,POINT (-73.82744800199998 40.762315800000074)
44655,235274929,10/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,52,0,45-64,M,BLACK,1012453,253647,40.86284031100007,-73.89803959499993,POINT (-73.89803959499993 40.86284031100007)
44664,233813608,09/20/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,42,0,25-44,M,BLACK,1011959,241321,40.82901064400005,-73.89987647699995,POINT (-73.89987647699996 40.82901064400005)
44674,232333771,08/16/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,K,66,0,18-24,M,ASIAN / PACIFIC ISLANDER,984432,174384,40.64532863800008,-73.99934560599996,POINT (-73.99934560599996 40.64532863800008)
44684,232725644,08/25/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,6,0,25-44,M,BLACK,982004,208426,40.73876579200004,-74.00810625399998,POINT (-74.00810625399998 40.73876579200004)
44712,232382120,08/17/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,14,0,45-64,F,BLACK,987220,212676,40.750430768000044,-73.98928217599996,POINT (-73.98928217599996 40.75043076800005)
44731,232437413,08/18/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,10,0,<18,M,BLACK,984914,213953,40.753936284000076,-73.99760482599999,POINT (-73.99760482599999 40.753936284000076)
44754,232403182,08/18/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,M,5,0,18-24,M,BLACK,983907,199959,40.71552621300003,-74.00123874799993,POINT (-74.00123874799993 40.71552621300003)
44760,232229675,08/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,18,0,25-44,M,BLACK,988211,218129,40.765397475000036,-73.98570226399994,POINT (-73.98570226399994 40.765397475000036)
44771,231794829,08/04/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,90,0,<18,M,BLACK,993195,197934,40.709963555000044,-73.96773690399993,POINT (-73.96773690399993 40.70996355500005)
44777,231965214,08/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,72,0,18-24,F,BLACK,982362,178014,40.65529200200007,-74.00680586199995,POINT (-74.00680586199996 40.65529200200007)
