,ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
123028,225019177,03/02/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,26,0,25-44,F,WHITE HISPANIC,996343,236150,40.814852894000076,-73.95631335299998,POINT (-73.95631335299998 40.814852894000076)
123034,225124673,03/04/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,17,0,25-44,M,BLACK,992254,214997,40.75679820100004,-73.97111078699999,POINT (-73.97111078699999 40.75679820100004)
123058,226107161,03/25/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,B,42,0,25-44,M,BLACK,1008691,238872,40.82229848500003,-73.91169413099993,POINT (-73.91169413099993 40.82229848500003)
123062,226653978,04/08/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,Q,113,0,25-44,M,BLACK,1040645,185338,40.675215335000075,-73.79669094399995,POINT (-73.79669094399996 40.675215335000075)
123063,225634385,03/15/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,66,0,45-64,M,WHITE HISPANIC,985496,172376,40.63981702300004,-73.99551185499998,POINT (-73.99551185499998 40.63981702300004)
123077,225477788,03/11/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,78,0,45-64,M,BLACK,991360,187427,40.68112594000007,-73.97436682299997,POINT (-73.97436682299997 40.68112594000007)
123102,226519057,04/05/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,M,5,0,45-64,F,BLACK,984984,200116,40.71595711700007,-73.997353676,POINT (-73.997353676 40.71595711700007)
123111,225017382,03/02/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,Q,110,0,25-44,M,WHITE HISPANIC,1020237,210724,40.74500029700005,-73.87012832399995,POINT (-73.87012832399995 40.74500029700005)
123117,226424385,04/02/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,33,0,25-44,M,WHITE HISPANIC,1001889,245601,40.840783858000066,-73.93625260699997,POINT (-73.93625260699997 40.840783858000066)
123129,225174041,03/05/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,K,88,0,45-64,M,BLACK,995302,190524,40.68962245400007,-73.96014913199997,POINT (-73.96014913199997 40.68962245400007)
123152,225069365,03/03/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,84,0,25-44,M,BLACK,988897,192615,40.69536744700008,-73.98324342499996,POINT (-73.98324342499996 40.69536744700008)
123161,226424383,04/02/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,90,0,25-44,M,BLACK,998016,196598,40.70629036500002,-73.95035033099998,POINT (-73.95035033099998 40.70629036500002)
123175,225620470,03/15/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,42,0,45-64,M,BLACK HISPANIC,1014172,241737,40.83014522400003,-73.89187807399995,POINT (-73.89187807399996 40.83014522400003)
123219,225959363,03/22/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,F,WHITE,988095,215517,40.758228256000045,-73.98612251699996,POINT (-73.98612251699996 40.758228256000045)
123225,226881348,04/13/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,1,0,25-44,M,WHITE HISPANIC,982351,201758,40.720463840000036,-74.00685220399998,POINT (-74.00685220399998 40.720463840000036)
123238,225766630,03/17/2021,440.0,AGGRAVATED GRAND LARCENY OF ATM,109.0,GRAND LARCENY,PL 1553502,F,B,43,0,25-44,M,WHITE HISPANIC,1024250,241917,40.83059938100007,-73.85546012599998,POINT (-73.85546012599998 40.83059938100007)
123243,225904365,03/21/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,40,0,18-24,M,BLACK,1003579,235936,40.81425265700005,-73.93017264999997,POINT (-73.93017264999997 40.81425265700005)
123304,226236935,03/29/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,70,0,25-44,M,ASIAN / PACIFIC ISLANDER,991591,169049,40.63068215900006,-73.97355396999995,POINT (-73.97355396999995 40.63068215900006)
123325,226313597,03/30/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,109,0,45-64,M,WHITE HISPANIC,1032084,216954,40.762043893000055,-73.82732958099997,POINT (-73.82732958099997 40.762043893000055)
123328,225603870,03/14/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,75,0,25-44,M,BLACK,1017119,183909,40.67141166300007,-73.88151172399995,POINT (-73.88151172399995 40.67141166300007)
123333,226858098,04/13/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,Q,100,0,25-44,F,WHITE,1035354,152907,40.586231405000035,-73.81601112099996,POINT (-73.81601112099996 40.586231405000035)
123355,224731720,02/23/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,Q,106,0,18-24,M,BLACK,1037212,183824,40.67108095800006,-73.809079162,POINT (-73.809079162 40.67108095800006)
123388,225291584,03/07/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,M,6,0,45-64,M,BLACK,985622,206705,40.73404225000007,-73.99505086699997,POINT (-73.99505086699997 40.73404225000007)
123396,225048916,03/02/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,K,77,0,25-44,M,BLACK,1003404,183595,40.67059009900004,-73.93095390099995,POINT (-73.93095390099995 40.67059009900004)
123412,224991038,03/01/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,19,0,45-64,M,UNKNOWN,994297,218680,40.76690500600006,-73.96373101899997,POINT (-73.96373101899997 40.76690500600006)
123452,226841808,04/13/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,94,0,18-24,M,BLACK,997245,204130,40.726965067000044,-73.95311662899995,POINT (-73.95311662899996 40.726965067000044)
123460,226342050,03/31/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,1,0,25-44,M,WHITE,981078,199628,40.714617135000026,-74.01144362299993,POINT (-74.01144362299993 40.714617135000026)
123516,226439029,04/02/2021,440.0,AGGRAVATED GRAND LARCENY OF ATM,109.0,GRAND LARCENY,PL 1553502,F,Q,112,0,25-44,M,BLACK,1025286,202643,40.722797981000035,-73.85195635699995,POINT (-73.85195635699995 40.722797981000035)
123520,226249109,03/29/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,K,84,0,25-44,M,BLACK HISPANIC,988897,192615,40.69536744700008,-73.98324342499996,POINT (-73.98324342499996 40.69536744700008)
123522,225426635,03/10/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,5,0,18-24,F,WHITE HISPANIC,983903,200257,40.71634415200003,-74.00125319299997,POINT (-74.00125319299997 40.71634415200003)
123530,225102446,03/03/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,52,0,25-44,M,BLACK HISPANIC,1016776,256311,40.87013730700004,-73.88239780999999,POINT (-73.88239780999999 40.87013730700004)
123564,225468731,03/11/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,33,0,45-64,F,WHITE HISPANIC,999822,244165,40.83684634100007,-73.94372625299998,POINT (-73.94372625299998 40.83684634100007)
123568,224720332,02/23/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,20,0,45-64,M,BLACK,991040,225092,40.784507365000024,-73.97548255699995,POINT (-73.97548255699996 40.78450736500002)
123622,225121492,03/04/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,M,20,0,25-44,M,BLACK HISPANIC,991040,225092,40.784507365000024,-73.97548255699995,POINT (-73.97548255699996 40.78450736500002)
123637,225982664,03/23/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,M,20,0,45-64,M,BLACK,991040,225092,40.784507365000024,-73.97548255699995,POINT (-73.97548255699996 40.78450736500002)
123667,226291245,03/30/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,67,0,18-24,M,BLACK,997897,175677,40.64886713300007,-73.95082189999994,POINT (-73.95082189999994 40.64886713300007)
123672,226645903,04/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,K,72,0,25-44,F,WHITE,984058,178998,40.65799306600008,-74.00069344599996,POINT (-74.00069344599996 40.65799306600008)
123724,225079600,03/03/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,70,0,18-24,M,BLACK,994808,173731,40.64353000300008,-73.96195673899997,POINT (-73.96195673899997 40.64353000300008)
123742,225705300,03/16/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,19,0,18-24,F,BLACK,992855,217094,40.76255336600008,-73.96893877799994,POINT (-73.96893877799994 40.76255336600008)
123750,225609546,03/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,25,0,18-24,M,BLACK,1002334,229651,40.79700470100005,-73.93468731899995,POINT (-73.93468731899996 40.79700470100005)
123757,226751135,04/10/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,1,0,45-64,M,WHITE,982351,201758,40.720463840000036,-74.00685220399998,POINT (-74.00685220399998 40.720463840000036)
123763,225814541,03/18/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,78,0,25-44,M,BLACK,990421,188642,40.68446154300005,-73.97775120999995,POINT (-73.97775120999995 40.68446154300005)
123768,226548506,04/06/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,S,120,0,25-44,F,BLACK,962822,174282,40.645022746000045,-74.077216847,POINT (-74.077216847 40.645022746000045)
123777,225977626,03/23/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,47,1,25-44,M,BLACK,1024530,266641,40.898457915000044,-73.85429974,POINT (-73.85429974 40.898457915000044)
123797,224990940,03/01/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,B,44,0,25-44,M,BLACK,1006537,244511,40.83778161800007,-73.91945797099999,POINT (-73.91945797099999 40.83778161800007)
123837,226659221,04/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,Q,114,0,45-64,F,BLACK,1007694,219657,40.76956124200007,-73.91536344699995,POINT (-73.91536344699995 40.76956124200007)
123840,225586763,03/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,K,78,0,25-44,M,BLACK,991360,187427,40.68112594000007,-73.97436682299997,POINT (-73.97436682299997 40.68112594000007)
123848,225583072,03/13/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,110,0,25-44,M,WHITE,1019840,206689,40.73392684100002,-73.87158239799999,POINT (-73.87158239799999 40.73392684100002)
124019,226629985,04/07/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,112,0,18-24,M,BLACK,1025286,202643,40.722797981000035,-73.85195635699995,POINT (-73.85195635699995 40.722797981000035)
124029,224901863,02/26/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,1,0,18-24,M,BLACK,981210,196970,40.70732160200004,-74.01096626599998,POINT (-74.01096626599998 40.70732160200004)
124039,226409099,04/01/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,7,0,25-44,M,WHITE HISPANIC,988702,200012,40.71567057300007,-73.98394174399994,POINT (-73.98394174399994 40.71567057300007)
124090,225134421,03/04/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,M,14,0,25-44,M,BLACK,985802,213781,40.753464076000064,-73.99439974299997,POINT (-73.99439974299997 40.75346407600006)
124092,224632647,02/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,B,40,0,18-24,M,BLACK,1010135,237045,40.81727977400004,-73.90648389199998,POINT (-73.90648389199998 40.81727977400004)
124142,226495853,04/04/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,B,40,0,25-44,M,WHITE HISPANIC,1005041,234533,40.810398494000026,-73.92489531099994,POINT (-73.92489531099994 40.810398494000026)
124209,225257231,03/06/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,47,0,25-44,M,BLACK,1021937,260565,40.88179268700002,-73.86371337599995,POINT (-73.86371337599996 40.88179268700002)
124219,225146102,03/04/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,75,0,45-64,M,BLACK,1013546,183446,40.67015337700008,-73.89439405899995,POINT (-73.89439405899996 40.67015337700008)
124262,225311221,03/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,110,0,45-64,F,WHITE HISPANIC,1020237,210724,40.74500029700005,-73.87012832399995,POINT (-73.87012832399995 40.74500029700005)
124277,225761539,03/17/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,18,0,45-64,M,BLACK,988451,217993,40.765024079000064,-73.98483594999993,POINT (-73.98483594999993 40.76502407900006)
124279,226163031,03/26/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,M,10,0,25-44,M,BLACK,982386,212978,40.75125998300007,-74.00672904899994,POINT (-74.00672904899994 40.75125998300007)
124311,226616545,04/07/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,23,0,25-44,F,BLACK,998829,226859,40.78934789300007,-73.94735241299998,POINT (-73.94735241299998 40.78934789300007)
124323,226303800,03/30/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,M,WHITE,990503,215519,40.758232371000084,-73.97743058499998,POINT (-73.97743058499998 40.758232371000084)
124331,226519060,04/05/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,M,5,0,45-64,F,BLACK,984984,200116,40.71595711700007,-73.997353676,POINT (-73.997353676 40.71595711700007)
124402,226147629,03/26/2021,409.0,"LARCENY,GRAND BY EXTORTION",109.0,GRAND LARCENY,PL 1553006,F,M,1,0,25-44,M,BLACK,983103,202715,40.72309070400007,-74.00413948199997,POINT (-74.00413948199997 40.72309070400007)
124405,225031990,03/02/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,Q,103,0,45-64,M,WHITE HISPANIC,1041879,197084,40.707447364000075,-73.79214176799998,POINT (-73.79214176799998 40.707447364000075)
124411,225747659,03/17/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,45,0,45-64,M,BLACK,1032140,242004,40.83079891400007,-73.82694879599995,POINT (-73.82694879599995 40.83079891400007)
124488,225195668,03/05/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,75,0,25-44,F,BLACK,1015060,183743,40.67096343600008,-73.88893498,POINT (-73.88893498 40.67096343600008)
124513,225039538,03/02/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,30,0,45-64,M,WHITE HISPANIC,998818,240059,40.82557826300007,-73.94736349499993,POINT (-73.94736349499993 40.82557826300007)
124515,226713957,04/09/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,M,5,0,18-24,M,WHITE HISPANIC,983907,199959,40.71552621300003,-74.00123874799993,POINT (-74.00123874799993 40.71552621300003)
124524,225066839,03/03/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,109,0,18-24,M,WHITE HISPANIC,1032084,216954,40.762043893000055,-73.82732958099997,POINT (-73.82732958099997 40.762043893000055)
124527,224771016,02/24/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,47,0,18-24,F,BLACK,1032831,262700,40.88759934000007,-73.82430184399993,POINT (-73.82430184399993 40.88759934000007)
124528,225739292,03/17/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,K,70,0,65+,M,BLACK,991591,169049,40.63068215900006,-73.97355396999995,POINT (-73.97355396999995 40.63068215900006)
124566,225789198,03/18/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,115,0,18-24,M,BLACK HISPANIC,1017443,211825,40.748033192000044,-73.88020611499995,POINT (-73.88020611499996 40.748033192000044)
124583,225477791,03/11/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,88,0,45-64,M,BLACK,995302,190524,40.68962245400007,-73.96014913199997,POINT (-73.96014913199997 40.68962245400007)
124594,224862220,02/25/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,32,0,25-44,F,WHITE HISPANIC,999428,236544,40.815929553000046,-73.94516735699995,POINT (-73.94516735699995 40.815929553000046)
124651,226404406,04/01/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,24,0,25-44,M,WHITE HISPANIC,991075,227074,40.78994739900003,-73.97535415699997,POINT (-73.97535415699997 40.78994739900003)
124670,226751147,04/10/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,1,0,45-64,M,WHITE,982351,201758,40.720463840000036,-74.00685220399998,POINT (-74.00685220399998 40.720463840000036)
124673,226885144,04/13/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,M,23,0,18-24,M,BLACK,1001105,227431,40.79091383100007,-73.93913167799997,POINT (-73.93913167799997 40.79091383100007)
124676,226204001,03/27/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,88,0,45-64,M,ASIAN / PACIFIC ISLANDER,993148,192856,40.696025683000066,-73.96791314199999,POINT (-73.96791314199999 40.696025683000066)
124686,226409101,04/01/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,7,0,25-44,M,WHITE HISPANIC,988702,200012,40.71567057300007,-73.98394174399994,POINT (-73.98394174399994 40.71567057300007)
124688,225754836,03/17/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,M,WHITE,988211,218129,40.765397475000036,-73.98570226399994,POINT (-73.98570226399994 40.765397475000036)
124699,226589297,04/06/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,Q,103,0,18-24,M,BLACK HISPANIC,1039659,192033,40.69359776300007,-73.80019052099993,POINT (-73.80019052099993 40.69359776300007)
124727,226378735,04/01/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,32,0,18-24,M,BLACK,999428,236544,40.815929553000046,-73.94516735699995,POINT (-73.94516735699995 40.815929553000046)
124734,226519044,04/05/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,26,0,18-24,M,WHITE HISPANIC,996343,236150,40.814852894000076,-73.95631335299998,POINT (-73.95631335299998 40.814852894000076)
124737,226548494,04/06/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,18,0,45-64,F,BLACK,988211,218129,40.765397475000036,-73.98570226399994,POINT (-73.98570226399994 40.765397475000036)
124738,224902114,02/26/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,88,0,18-24,F,BLACK,994357,194765,40.70126414600002,-73.96355033599998,POINT (-73.96355033599998 40.70126414600002)
124772,226249150,03/29/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,19,0,25-44,M,ASIAN / PACIFIC ISLANDER,994297,218680,40.76690500600006,-73.96373101899997,POINT (-73.96373101899997 40.76690500600006)
124795,225512866,03/12/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,5,0,18-24,M,WHITE HISPANIC,984984,200116,40.71595711700007,-73.997353676,POINT (-73.997353676 40.71595711700007)
124804,226391660,04/01/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,K,70,0,25-44,M,WHITE,991591,169049,40.63068215900006,-73.97355396999995,POINT (-73.97355396999995 40.63068215900006)
124808,225265815,03/07/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,73,0,<18,M,BLACK,1008231,183119,40.669271827000046,-73.91355493199995,POINT (-73.91355493199995 40.669271827000046)
124816,225602286,03/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,S,123,0,25-44,M,WHITE,914928,125757,40.51158633800003,-74.24930372699998,POINT (-74.24930372699998 40.51158633800003)
124819,226281903,03/30/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,K,75,0,25-44,M,BLACK,1017119,183909,40.67141166300007,-73.88151172399995,POINT (-73.88151172399995 40.67141166300007)
124823,226145982,03/26/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,5,0,18-24,M,BLACK HISPANIC,984984,200116,40.71595711700007,-73.997353676,POINT (-73.997353676 40.71595711700007)
124828,224863562,02/25/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,Q,110,0,<18,M,WHITE HISPANIC,1024891,208983,40.740201530000036,-73.85334309699994,POINT (-73.85334309699994 40.740201530000036)
124838,225952332,03/22/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,70,0,45-64,M,BLACK,991591,169049,40.63068215900006,-73.97355396999995,POINT (-73.97355396999995 40.63068215900006)
124840,226751131,04/10/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,1,0,45-64,M,WHITE,982351,201758,40.720463840000036,-74.00685220399998,POINT (-74.00685220399998 40.720463840000036)
124878,225766641,03/17/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,24,0,25-44,M,BLACK,993373,229301,40.79605784000006,-73.96705230699997,POINT (-73.96705230699997 40.79605784000006)
124976,225311183,03/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,1,0,25-44,M,BLACK,982351,201758,40.720463840000036,-74.00685220399998,POINT (-74.00685220399998 40.720463840000036)
124987,225351838,03/09/2021,409.0,"LARCENY,GRAND BY EXTORTION",109.0,GRAND LARCENY,PL 1553006,F,M,14,0,25-44,M,BLACK,985802,213781,40.753464076000064,-73.99439974299997,POINT (-73.99439974299997 40.75346407600006)
125019,225311177,03/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,6,0,25-44,M,BLACK,982746,206647,40.73388303300004,-74.00542831099993,POINT (-74.00542831099993 40.73388303300004)
125025,226692229,04/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,34,0,25-44,M,WHITE HISPANIC,1003327,249149,40.85051908500003,-73.93104546299999,POINT (-73.93104546299998 40.85051908500003)
125044,226229862,03/28/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,45-64,M,ASIAN / PACIFIC ISLANDER,986146,217188,40.762815355000036,-73.99315716599993,POINT (-73.99315716599993 40.762815355000036)
